  complexity    length         TE     TE_inf  expr_x                                         expr_y                                             index_column  method    exp_type    data_version    system       snr    init
           6         8  2.92673    2.92673    0.024*x                                        -0.029*x                                                      0  proged    numdif      all             shearflow    inf       1
           8        13  1.06181    1.06181    0.872*y - 1.394                                -0.029*x                                                      1  proged    numdif      all             shearflow    inf       1
           9        15  0.61507    0.61507    0.872*y - 1.394                                -0.019*x*y                                                    2  proged    numdif      all             shearflow    inf       1
          10        17  0.423115   0.423115   -0.176*x*y - 1.162                             -0.019*x*y                                                    3  proged    numdif      all             shearflow    inf       1
          20        40  0.33957    0.33957    -0.176*x*y - 1.162                             -0.011*x**2*cos(2.605*x) - 0.158*x - 0.535                    4  proged    numdif      all             shearflow    inf       1
          25        55  0.0781108  0.0781108  -0.009*x + 3.154*y + 1.39*sin(1.995*y) - 5.0   0.296*x + 0.478*cos(1.515*x) + 0.912                          5  proged    numdif      all             shearflow    inf       1
          22        48  0.248768   0.248768   3.17*y + 1.402*sin(1.99*y) - 5.0               0.296*x + 0.478*cos(1.515*x) + 0.912                          6  proged    numdif      all             shearflow    inf       1
          23        50  0.242754   0.242754   -0.01*x*y + 3.14*y + 1.403*sin(1.999*y) - 5.0  0.018 - 0.19*cos(2.45*x)                                      7  proged    numdif      all             shearflow    inf       1
          26        57  0.0487134  0.0487134  -0.01*x*y + 3.14*y + 1.403*sin(1.999*y) - 5.0  0.296*x + 0.478*cos(1.515*x) + 0.912                          8  proged    numdif      all             shearflow    inf       1
          32        66  0.0449954  0.0449954  -0.01*x*y + 3.14*y + 1.403*sin(1.999*y) - 5.0  0.062*x*sin(2.127*x) - 0.229*x - 1.381 - 1.84/x               9  proged    numdif      all             shearflow    inf       1
