  complexity    length           TE       TE_inf  expr_x                                  expr_y                                                            index_column  method    exp_type    data_version    system       snr    init
           6         8  2.02859      2.02859      0.017*x                                 -0.007*x                                                                     0  proged    numdif      all             shearflow    inf       3
          10        18  0.0873329    0.0873329    0.973*y + 1.53                          0.326 - 0.104*x                                                              1  proged    numdif      all             shearflow    inf       3
          11        21  0.0499559    0.0499559    0.973*y + 1.53                          -0.057*sin(1.999*x)                                                          2  proged    numdif      all             shearflow    inf       3
          13        21  0.0181552    0.0181552    -1.452 - 2.277/y                        -0.057*sin(1.999*x)                                                          3  proged    numdif      all             shearflow    inf       3
          18        33  0.0120626    0.0120626    -1.452 - 2.277/y                        -0.083*x + 0.008*sin(4.995*x) + 0.261                                        4  proged    numdif      all             shearflow    inf       3
          16        28  0.0126359    0.0126359    -1.452 - 2.277/y                        -0.018*x*sin(2.106*x) + 0.018                                                5  proged    numdif      all             shearflow    inf       3
          17        29  0.0122964    0.0122964    -1.452 - 2.277/y                        0.057*sin(0.335*x**2) + 0.009                                                6  proged    numdif      all             shearflow    inf       3
          23        50  0.00144831   0.00144831   0.226*y*sin(4.18*y) + 2.385*y + 3.647   -0.083*x + 0.008*sin(4.995*x) + 0.261                                        7  proged    numdif      all             shearflow    inf       3
          21        45  0.00346453   0.00346453   0.226*y*sin(4.18*y) + 2.385*y + 3.647   -0.018*x*sin(2.106*x) + 0.018                                                8  proged    numdif      all             shearflow    inf       3
          37        72  0.000477288  0.000477288  0.226*y*sin(4.18*y) + 2.385*y + 3.647   0.048*cos(2.5*x) + 0.001*sin(0.001*x*y)/(0.914*x**2 + 4.997*y)               9  proged    numdif      all             shearflow    inf       3
          22        46  0.0028004    0.0028004    0.226*y*sin(4.18*y) + 2.385*y + 3.647   0.057*sin(0.335*x**2) + 0.009                                               10  proged    numdif      all             shearflow    inf       3
          30        63  0.00094572   0.00094572   0.226*y*sin(4.18*y) + 2.385*y + 3.647   -0.02*x**3 + 0.665*x + 0.2*cos(0.259*x**2) - 1.288                          11  proged    numdif      all             shearflow    inf       3
          25        50  0.00107643   0.00107643   0.226*y*sin(4.18*y) + 2.385*y + 3.647   -0.186*cos(2.5*x)/(0.01*x - 3.89)                                           12  proged    numdif      all             shearflow    inf       3
          19        38  0.00797451   0.00797451   0.506*y + 0.456 + 0.834/y**2            -0.018*x*sin(2.106*x) + 0.018                                               13  proged    numdif      all             shearflow    inf       3
          20        43  0.00558469   0.00558469   2.843*y + 0.658*cos(2.946*y) + 4.521    -0.018*x*sin(2.106*x) + 0.018                                               14  proged    numdif      all             shearflow    inf       3
          24        51  0.00141402   0.00141402   2.003*y - 0.442*cos(2.497*y)**2 + 3.37  -0.083*x + 0.008*sin(4.995*x) + 0.261                                       15  proged    numdif      all             shearflow    inf       3
          38        73  0.000415137  0.000415137  2.003*y - 0.442*cos(2.497*y)**2 + 3.37  0.048*cos(2.5*x) + 0.001*sin(0.001*x*y)/(0.914*x**2 + 4.997*y)              16  proged    numdif      all             shearflow    inf       3
          31        64  0.000893266  0.000893266  2.003*y - 0.442*cos(2.497*y)**2 + 3.37  -0.02*x**3 + 0.665*x + 0.2*cos(0.259*x**2) - 1.288                          17  proged    numdif      all             shearflow    inf       3
          26        51  0.00102486   0.00102486   2.003*y - 0.442*cos(2.497*y)**2 + 3.37  -0.186*cos(2.5*x)/(0.01*x - 3.89)                                           18  proged    numdif      all             shearflow    inf       3
