	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	6	8	8.222934566263614	8.245167339235216	0.029*y	0.176*x	0	proged	numdif	all	shearflow	30	2
1	11	21	0.5654924227641739	0.5430182387595625	-2.235*cos(2.043*x) - 2.206	0.176*x	1	proged	numdif	all	shearflow	30	2
2	20	43	0.20532918058761732	0.13408322023083755	-2.235*cos(2.043*x) - 2.206	0.305*x*cos(1.973*y) + 0.391*x + 0.023	2	proged	numdif	all	shearflow	30	2
3	23	50	0.20470607071388522	0.16709040770850375	-0.204*y - 2.063*cos(2.082*x) - 2.366	0.305*x*cos(1.973*y) + 0.391*x + 0.023	3	proged	numdif	all	shearflow	30	2
4	27	58	0.18614436582531285	0.1287003022630955	-0.204*y - 2.063*cos(2.082*x) - 2.366	0.4*x - 0.401*sin(5.0*x) + 0.128*cos(4.044*y)	4	proged	numdif	all	shearflow	30	2
5	29	64	0.17501172419694488	0.10038538277030318	-0.791*x*y - 0.318*x - 1.282*y - 2.018*cos(1.929*x) - 2.573	0.593*x - 0.451*cos(1.986*y) + 0.324	5	proged	numdif	all	shearflow	30	2
6	32	68	0.16037965220230638	0.09486473420707181	-0.791*x*y - 0.318*x - 1.282*y - 2.018*cos(1.929*x) - 2.573	0.28*x*cos(2.076*y) + 0.44*x - 0.085*y	6	proged	numdif	all	shearflow	30	2
7	30	66	0.16207105792105814	0.09107810137858073	-0.791*x*y - 0.318*x - 1.282*y - 2.018*cos(1.929*x) - 2.573	0.305*x*cos(1.973*y) + 0.391*x + 0.023	7	proged	numdif	all	shearflow	30	2
8	10	16	1.402381734233348	1.4067911583355868	0.102 - 0.227/y**2	0.176*x	8	proged	numdif	all	shearflow	30	2
9	18	36	0.3254456428156753	0.2856909484185749	0.102 - 0.227/y**2	0.593*x - 0.451*cos(1.986*y) + 0.324	9	proged	numdif	all	shearflow	30	2
10	12	23	0.56199146024467	0.5399507506813876	3.272*x*sin(1.346*x) - 4.402	0.176*x	10	proged	numdif	all	shearflow	30	2
11	8	11	1.8705223138491043	1.8826516570734033	-0.214/y**2	0.176*x	11	proged	numdif	all	shearflow	30	2
12	24	52	0.20321684154957875	0.1657628436435057	3.07*x*sin(1.365*x) - 0.196*y - 4.382	0.305*x*cos(1.973*y) + 0.391*x + 0.023	12	proged	numdif	all	shearflow	30	2
