	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
22	428	77	448	0.017095096462643504	0.017095096462643504	(1.66 - cos(x1**2 - 2.254))*(-2*x2 - 3.142 - 0.002/x2)*cos(0.322*x1**2 + 0.797)	x1 + (0.022 - x1)*(x2 + 0.074)*(-0.288*x2 - 0.091*cos(2.011*x2 + 2.424) - 1.002) - 0.005	428	dso	all	shearflow	inf	2
20	405	74	444	0.01751818896577449	0.01751818896577449	(cos(x1**2 - 2.239) - 1.659)*(-2*x2 - 3.149 - 0.008/x2)*sin(0.328*x1**2 - 0.788)	x1 + (0.022 - x1)*(x2 + 0.074)*(-0.288*x2 - 0.091*cos(2.011*x2 + 2.424) - 1.002) - 0.005	405	dso	all	shearflow	inf	2
21	424	71	392	0.01810631332073468	0.01810631332073468	(1.66 - cos(x1**2 - 2.254))*(-2*x2 - 3.142 - 0.002/x2)*cos(0.322*x1**2 + 0.797)	(x1 + 0.002)*(-0.465*cos(1.621*x2 + 2.531) + 0.519 - 0.02/x2)	424	dso	all	shearflow	inf	2
19	401	68	388	0.018582814580742412	0.018582814580742412	(cos(x1**2 - 2.239) - 1.659)*(-2*x2 - 3.149 - 0.008/x2)*sin(0.328*x1**2 - 0.788)	(x1 + 0.002)*(-0.465*cos(1.621*x2 + 2.531) + 0.519 - 0.02/x2)	401	dso	all	shearflow	inf	2
16	265	57	329	0.018885918184037943	0.018885918184037943	(1.866 - cos(x1**2 - 2.159))*(-x2 - 1.484 + 0.132/x2)*cos(0.524*x1**2 + 0.326)	16.919*x1/(-x2 + 2.979 + 24.938/((31.844 - x2)*(0.057*sin(x2) + 0.056) + 0.149))	265	dso	all	shearflow	inf	2
17	267	54	354	0.01917960542023468	0.01917960542023468	(1.866 - cos(x1**2 - 2.159))*(-x2 - 1.484 + 0.132/x2)*cos(0.524*x1**2 + 0.326)	x1 + (0.022 - x1)*(x2 + 0.074)*(-0.288*x2 - 0.091*cos(2.011*x2 + 2.424) - 1.002) - 0.005	267	dso	all	shearflow	inf	2
18	309	52	324	0.020022822352869066	0.020022822352869066	(cos(x1**2 - 2.041) - 1.831)*(-x2 - 1.474 + 0.142/x2)*sin(x1**2*(-0.583 + 0.008/x1) - 1.756)	(x1 + 0.002)*(-0.465*cos(1.621*x2 + 2.531) + 0.519 - 0.02/x2)	309	dso	all	shearflow	inf	2
15	262	47	253	0.020057697686606174	0.020057697686606174	(1.866 - cos(x1**2 - 2.159))*(-x2 - 1.484 + 0.132/x2)*cos(0.524*x1**2 + 0.326)	55.742*x1/(-x2 + 12.017 + 43.666/(sin(x2) + 1.053))	262	dso	all	shearflow	inf	2
14	216	41	210	0.02938486552101255	0.02938486552101255	(1.812 - cos(x1**2 - 2.754))*(-x2 - 1.545 + 0.055/x2)*cos(x1)	55.742*x1/(-x2 + 12.017 + 43.666/(sin(x2) + 1.053))	216	dso	all	shearflow	inf	2
11	171	40	246	0.058165018198170125	0.058165018198170125	(1.116 - cos(x1**2 - 2.295))*(-x2 - 1.355 + 0.273/x2)	(x1 + 0.002)*(-0.465*cos(1.621*x2 + 2.531) + 0.519 - 0.02/x2)	171	dso	all	shearflow	inf	2
10	170	39	201	0.061624387768271074	0.061624387768271074	(1.116 - cos(x1**2 - 2.295))*(-x2 - 1.355 + 0.273/x2)	55.742*x1/(-x2 + 12.017 + 43.666/(sin(x2) + 1.053))	170	dso	all	shearflow	inf	2
13	214	34	188	0.06515487941011759	0.06515487941011759	(1.812 - cos(x1**2 - 2.754))*(-x2 - 1.545 + 0.055/x2)*cos(x1)	0.929*x1*sin(1.09*x2 + 0.138) + x1	214	dso	all	shearflow	inf	2
12	213	33	184	0.06731398019807505	0.06731398019807505	(1.812 - cos(x1**2 - 2.754))*(-x2 - 1.545 + 0.055/x2)*cos(x1)	x1*(cos(1.046*x2 - 1.502) + 1.071)	213	dso	all	shearflow	inf	2
9	169	30	156	0.07496167105664242	0.07496167105664242	(1.116 - cos(x1**2 - 2.295))*(-x2 - 1.355 + 0.273/x2)	0.814*x1*cos(0.441*x1**3)	169	dso	all	shearflow	inf	2
8	165	29	155	0.11025328647134616	0.11025328647134616	(1.116 - cos(x1**2 - 2.295))*(-x2 - 1.355 + 0.273/x2)	x1*(1.078*sin(x2) + 1.15)	165	dso	all	shearflow	inf	2
7	121	22	158	0.12587718561057923	0.12587718561057923	10.226*cos(0.035 - 0.202/x2) - 10.057	x1*(cos(1.046*x2 - 1.502) + 1.071)	121	dso	all	shearflow	inf	2
6	119	20	138	0.13116899295633852	0.13116899295633852	10.226*cos(0.035 - 0.202/x2) - 10.057	x1*(1.078*sin(x2) + 1.15)	119	dso	all	shearflow	inf	2
5	118	18	120	0.24852930464116596	0.24852930464116596	10.226*cos(0.035 - 0.202/x2) - 10.057	x1*(sin(x2) + 1.08)	118	dso	all	shearflow	inf	2
4	96	17	118	0.3126683948654	0.3126683948654	0.35 + 0.459/(x2 + 0.119)	x1*(1.078*sin(x2) + 1.15)	96	dso	all	shearflow	inf	2
3	51	15	104	0.4431801483620079	0.4431801483620079	x1**2 - 2.209	(1.076*x1 - 0.008)*(sin(x2) + 1.066)	51	dso	all	shearflow	inf	2
2	49	11	59	0.44798435486449373	0.44798435486449373	x1**2 - 2.209	x1*(sin(x2) + 1.08)	49	dso	all	shearflow	inf	2
