  complexity    length         TE     TE_inf  expr_x                                                     expr_y                            index_column  method    exp_type    data_version    system      snr    init
           7        10  4.89677    4.89677    -0.124*x*y                                                 0.312*x                                      0  proged    numdif      allonger        predprey    inf       1
          12        22  2.70424    2.70424    -0.124*x*y                                                 1.311*x - 0.458*y + 0.952                    1  proged    numdif      allonger        predprey    inf       1
           9        15  4.25053    4.25053    -0.124*x*y                                                 0.854*x - 1.065                              2  proged    numdif      allonger        predprey    inf       1
           6         8  6.16228    6.16228    -0.551*x                                                   0.312*x                                      3  proged    numdif      allonger        predprey    inf       1
          10        15  3.87992    3.87992    -0.551*x                                                   1.287*x - 0.301*y                            4  proged    numdif      allonger        predprey    inf       1
          11        20  3.28716    3.28716    -0.551*x                                                   1.311*x - 0.458*y + 0.952                    5  proged    numdif      allonger        predprey    inf       1
          15        24  1.11454    1.11454    -0.437*x*y + 2.469*x                                       1.287*x - 0.301*y                            6  proged    numdif      allonger        predprey    inf       1
          16        29  1.09393    1.09393    -0.437*x*y + 2.469*x                                       1.311*x - 0.458*y + 0.952                    7  proged    numdif      allonger        predprey    inf       1
          18        32  1.09106    1.09106    -0.028*x*y**2 + 0.967*x                                    1.311*x - 0.458*y + 0.952                    8  proged    numdif      allonger        predprey    inf       1
          13        23  2.4701     2.4701     -0.018*x**4                                                1.311*x - 0.458*y + 0.952                    9  proged    numdif      allonger        predprey    inf       1
          14        21  2.37298    2.37298    -0.018*x**4                                                1.267*x - 0.041*y**2                        10  proged    numdif      allonger        predprey    inf       1
          20        35  1.06989    1.06989    1.376 - 0.243*y                                            1.287*x - 0.301*y                           11  proged    numdif      allonger        predprey    inf       1
          35        62  0.759952   0.759952   0.005*x**3 - 1.031*x**2 - 0.996*x*y/(x + 0.983) + 4.046*x  5.0*x/(x + 0.993) - 0.402*y                 12  proged    numdif      allonger        predprey    inf       1
          38        67  0.0097192  0.0097192  0.005*x**3 - 1.031*x**2 - 0.996*x*y/(x + 0.983) + 4.046*x  1.0*x*y/(x + 1.0) - 0.075*y**2              13  proged    numdif      allonger        predprey    inf       1
