  complexity    length         TE     TE_inf  expr_x                                                                                    expr_y                                                                index_column  method    exp_type    data_version    system       snr    init
           6         8  8.39362    8.39362    0.016*y                                                                                   0.181*x                                                                          0  proged    numdif      all             shearflow    inf       2
           7        10  8.39113    8.39113    0.011*x*y                                                                                 0.181*x                                                                          1  proged    numdif      all             shearflow    inf       2
          10        16  1.45019    1.45019    0.108 - 0.211/y**2                                                                        0.181*x                                                                          2  proged    numdif      all             shearflow    inf       2
          18        33  0.10802    0.10802    0.108 - 0.211/y**2                                                                        1.077*x*sin(1.002*y) + 1.149*x                                                   3  proged    numdif      all             shearflow    inf       2
           8        11  1.84122    1.84122    -0.2/y**2                                                                                 0.181*x                                                                          4  proged    numdif      all             shearflow    inf       2
          50       107  0.0509001  0.0509001  -0.039*x*sin(2.687*x*y) - 0.182*y + 0.348 + 2.323/(1.626*y + 1.206*cos(2.995*y) - 1.109)  -0.166*x*y**3*cos(0.273*y) + 1.032*x*y + 1.125*x - 0.026*y - 0.013               5  proged    numdif      all             shearflow    inf       2
          40        86  0.0573582  0.0573582  -0.039*x*sin(2.687*x*y) - 0.182*y + 0.348 + 2.323/(1.626*y + 1.206*cos(2.995*y) - 1.109)  1.081*x*sin(1.002*y) + 1.149*x - 0.005                                           6  proged    numdif      all             shearflow    inf       2
          35        69  0.0609824  0.0609824  0.09*y*sin(2.68*y) + 0.487 - 2.267/(-4.176*y - 0.432)                                     1.089*x*sin(1.0*y) + 1.15*x - 0.018 - 0.005/y                                    7  proged    numdif      all             shearflow    inf       2
          29        57  0.0623369  0.0623369  0.09*y*sin(2.68*y) + 0.487 - 2.267/(-4.176*y - 0.432)                                     1.077*x*sin(1.002*y) + 1.149*x                                                   8  proged    numdif      all             shearflow    inf       2
          12        18  1.44931    1.44931    -0.07*y - 0.204/y**2                                                                      0.181*x                                                                          9  proged    numdif      all             shearflow    inf       2
