	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
7	103	26	134	0.21425895769685716	0.15865619854965202	-0.215*x1 - sin(x2) + 0.204	0.623 - 28.78/(-x1 - x2 + cos(x2 - 4.045))	103	dso	all	glider	30	2
11	126	24	170	0.25863176822494954	0.2061902955380111	-0.221*x1 - 0.883*sin(x2) + 0.221	(9.288 - 0.065*x2**2)/(x2 + 2.939) + 2.712	126	dso	all	glider	30	2
6	101	21	143	0.2784003434175128	0.23313681633660735	-0.215*x1 - sin(x2) + 0.204	0.433*x1 + 0.887 + 8.515/(x2 + 2.928)	101	dso	all	glider	30	2
10	124	19	131	0.32527000536315553	0.3015889523983437	-0.221*x1 - 0.883*sin(x2) + 0.221	(x2 + 20.239)/(x1 + x2 - 1.794)	124	dso	all	glider	30	2
9	123	18	125	0.345527743125246	0.3251144590740327	-0.221*x1 - 0.883*sin(x2) + 0.221	(x2 + 26.036)/(x2 + 3.835)	123	dso	all	glider	30	2
8	122	16	102	0.3617986136526816	0.3376236383331485	-0.221*x1 - 0.883*sin(x2) + 0.221	36.241/(x1 + x2)	122	dso	all	glider	30	2
5	28	15	100	0.39980508952942956	0.3765440481765357	0.045*x2 - 0.969	(x2 + 20.239)/(x1 + x2 - 1.794)	28	dso	all	glider	30	2
4	27	14	94	0.41006145754277684	0.3942934163224755	0.045*x2 - 0.969	(x2 + 26.036)/(x2 + 3.835)	27	dso	all	glider	30	2
3	26	12	71	0.4498774595454459	0.4282499521209475	0.045*x2 - 0.969	36.241/(x1 + x2)	26	dso	all	glider	30	2
1	2	10	50	0.47649860833519553	0.46237818601655883	-0.148*x1	36.241/(x1 + x2)	2	dso	all	glider	30	2
2	24	8	64	0.6649699655005223	0.6581007247445626	0.045*x2 - 0.969	1.104*x1	24	dso	all	glider	30	2
0	0	6	43	0.6944571242757783	0.6999519945269607	-0.148*x1	1.104*x1	0	dso	all	glider	30	2
