  index    complexity    length           TE       TE_inf  expr_x                                                             expr_y                              index_column  method    data_version    system      snr    init
    207            42       331  4.36333e-05  4.36333e-05  -0.001*x2 - 0.8*sin(x2 - 3.142) + 0.8*cos(1.0*x1 + 4.712) + 2.002  0.6*sin(x2)*cos(0.001*x1) + 4.53             207  dso       allonger        cphase      inf       2
    197            28       237  4.4411e-05   4.4411e-05   -0.001*x2 - 0.8*sin(x2 - 3.142) + 0.8*cos(1.0*x1 + 4.712) + 2.002  0.6*sin(x2) + 4.53                           197  dso       allonger        cphase      inf       2
    181            26       216  4.52933e-05  4.52933e-05  -0.001*x2 + 0.8*cos(x1 - 1.571) + 0.8*cos(x2 - 1.571) + 2.002      0.6*sin(x2) + 4.53                           181  dso       allonger        cphase      inf       2
    195            25       212  4.67006e-05  4.67006e-05  -0.001*x2 - 0.8*sin(x2 - 3.142) + 0.8*cos(1.0*x1 + 4.712) + 2.002  0.6*sin(x2) + 4.53                           195  dso       allonger        cphase      inf       2
    179            23       191  4.75828e-05  4.75828e-05  -0.001*x2 + 0.8*cos(x1 - 1.571) + 0.8*cos(x2 - 1.571) + 2.002      0.6*sin(x2) + 4.53                           179  dso       allonger        cphase      inf       2
    131            20       164  0.0202658    0.0202658    0.799*cos(x1 - 1.571) + 0.799*cos(x2 - 1.571) + 1.953              0.6*sin(x2) + 4.53                           131  dso       allonger        cphase      inf       2
     97            13       103  0.0269686    0.0269686    sin(x1) + cos(x2 - 1.571) + 2.017                                  0.001*x2 + 4.464                              97  dso       allonger        cphase      inf       2
     81            11        80  0.0269743    0.0269743    sin(x1) + sin(x2) + 2.017                                          0.001*x2 + 4.464                              81  dso       allonger        cphase      inf       2
     35            10        75  0.0380048    0.0380048    sin(x2) + 1.767                                                    0.6*sin(x2) + 4.53                            35  dso       allonger        cphase      inf       2
     18             9        72  0.0587737    0.0587737    1.707                                                              sin(x2) + 4.558                               18  dso       allonger        cphase      inf       2
     34             8        55  0.101356     0.101356     sin(x2) + 1.767                                                    sin(x2) + 4.558                               34  dso       allonger        cphase      inf       2
     32             7        50  0.856507     0.856507     sin(x2) + 1.767                                                    0.182*x1                                      32  dso       allonger        cphase      inf       2
      0             6        44  3.21063      3.21063      0.069*x1                                                           0.182*x1                                       0  dso       allonger        cphase      inf       2
