  complexity    length        TE    TE_inf  expr_x                        expr_y                                  expr_z                                                  index_column  method    exp_type    data_version    system      snr    init
          17        29   7.42396   7.42396  0.627*y                       -0.04*x*z                               0.96*x**2 - 3.731*z + 30.0                                         0  proged    numdif      all             lorenz      inf       1
           9        12  10.5277   10.5277   0.627*y                       -0.623*x                                -0.725*y                                                           1  proged    numdif      all             lorenz      inf       1
          10        14   9.56275   9.56275  0.627*y                       -0.623*x                                0.203*x*y                                                          2  proged    numdif      all             lorenz      inf       1
          11        15   7.72969   7.72969  0.627*y                       -0.623*x                                0.195*y**2                                                         3  proged    numdif      all             lorenz      inf       1
          21        37   6.92453   6.92453  0.627*y                       -0.623*x                                1.043*x**2 - 0.075*z**2 - 1.879*z + 30.0                           4  proged    numdif      all             lorenz      inf       1
          13        18   7.49169   7.49169  0.627*y                       -0.015*x**3                             0.195*y**2                                                         5  proged    numdif      all             lorenz      inf       1
          18        30   7.12763   7.12763  0.627*y                       -0.015*x**3                             0.96*x**2 - 3.731*z + 30.0                                         6  proged    numdif      all             lorenz      inf       1
          34        68   1.66627   1.66627  -7.227*x + 7.237*y - 0.085    -0.745*x*z + 19.626*x + 3.599           0.929*x*y - 19.658*x/(x + 15.757) - 3.167*z + 24.969               7  proged    numdif      all             lorenz      inf       1
          27        49   2.2002    2.2002   -7.326*x + 7.206*y + 0.044*z  -0.76*x*z + 20.421*x                    0.581*x*y - 2.162*z + 17.252                                       8  proged    numdif      all             lorenz      inf       1
          22        40   6.61596   6.61596  -7.235*x + 7.236*y            -0.745*x*z + 19.626*x + 3.599           0.483*x*y - 30.0                                                   9  proged    numdif      all             lorenz      inf       1
          23        41   5.41183   5.41183  -7.235*x + 7.236*y            -0.745*x*z + 19.626*x + 3.599           0.381*y**2 - 28.164                                               10  proged    numdif      all             lorenz      inf       1
          33        63   1.66719   1.66719  -7.235*x + 7.236*y            -0.745*x*z + 19.626*x + 3.599           0.929*x*y - 19.658*x/(x + 15.757) - 3.167*z + 24.969              11  proged    numdif      all             lorenz      inf       1
          35        65   1.6422    1.6422   -7.235*x + 7.236*y            -0.725*x*z + 18.852*x + 0.22*z          0.929*x*y - 19.658*x/(x + 15.757) - 3.167*z + 24.969              12  proged    numdif      all             lorenz      inf       1
          24        42   2.22633   2.22633  -7.235*x + 7.236*y            -0.76*x*z + 20.421*x                    0.581*x*y - 2.162*z + 17.252                                      13  proged    numdif      all             lorenz      inf       1
          28        51   1.82778   1.82778  -6.834*x - 0.09*y*z + 9.25*y  -0.76*x*z + 20.421*x                    0.581*x*y - 2.162*z + 17.252                                      14  proged    numdif      all             lorenz      inf       1
          36        67   1.38004   1.38004  -6.834*x - 0.09*y*z + 9.25*y  -0.76*x*z + 20.421*x                    0.929*x*y - 19.658*x/(x + 15.757) - 3.167*z + 24.969              15  proged    numdif      all             lorenz      inf       1
          32        63   1.78869   1.78869  -6.834*x - 0.09*y*z + 9.25*y  -0.705*x*z + 18.31*x + 0.72*z - 13.661  0.581*x*y - 2.162*z + 17.252                                      16  proged    numdif      all             lorenz      inf       1
          40        79   1.35697   1.35697  -6.834*x - 0.09*y*z + 9.25*y  -0.705*x*z + 18.31*x + 0.72*z - 13.661  0.929*x*y - 19.658*x/(x + 15.757) - 3.167*z + 24.969              17  proged    numdif      all             lorenz      inf       1
