	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
6	11	33	63	1.228327518899175	1.1771569588587474	x2	x1*x2*(-x1 + x2*(x1*x2 + 4*x1)) - x1 + x2*(x1*x2 + 4*x1) - x2	11	dso	all	myvdp	13	2
10	45	28	52	1.7082773701562683	1.8830973148445243	2*x1*x2 + 9*x2	x1*x2*(-x1 + x2*(x1*x2 + 4*x1)) - 2*x2	45	dso	all	myvdp	13	2
8	33	27	50	1.7119395668553496	1.8917265952710938	x1*x2 + 5*x2	x1*x2*(-x1 + x2*(x1*x2 + 4*x1)) - 2*x2	33	dso	all	myvdp	13	2
5	9	21	40	1.7158588327229032	1.9009584507349253	x2	x1*x2*(-x1 + x2*(x1*x2 + 4*x1)) - 2*x2	9	dso	all	myvdp	13	2
4	4	17	36	1.8588591328517112	2.2248955883016333	x2	x2*(-x1*x2*(-x1 + x2) + x1 + 2*x2)	4	dso	all	myvdp	13	2
7	26	16	24	2.6165887223433515	3.5022307094782907	x1*x2 + 5*x2	2*x2**2 - x2	26	dso	all	myvdp	13	2
9	37	13	21	2.671071610423776	3.3552526239555145	2*x1*x2 + 9*x2	2*x2**2	37	dso	all	myvdp	13	2
3	3	12	23	2.810901217462386	3.9800928939321003	x2	x2*(x1 + 2*x2) + 3*x2	3	dso	all	myvdp	13	2
2	2	10	14	3.0566883558119295	4.445110776514354	x2	2*x2**2 - x2	2	dso	all	myvdp	13	2
1	1	6	9	4.110929344108292	6.402394917288117	x2	2*x2**2	1	dso	all	myvdp	13	2
0	0	4	7	5.888361932225813	9.521216428371606	x2	x2**2	0	dso	all	myvdp	13	2
