  index    complexity    length        TE    TE_inf  expr_x                                                                                             expr_y              index_column  method    data_version    system      snr    init
    368            32       236   1.9663    1.10375  -18.149*sin((1.006*x1 - 1.012*x2 + 0.043)*(x1*(1.896*x1 + 1.948*x2 + 0.18) + x1 - 1.455) - 3.201)  5.895 - x1                   368  dso       allonger        barmag       13       0
    345            30       217   1.96633   1.10489  -18.063*sin((x1 - 1.005*x2 + 0.036)*(x1*(1.916*x1 + 1.958*x2 + 0.114) + x1 - 1.21) - 2.845)        5.895 - x1                   345  dso       allonger        barmag       13       0
    347            29       220   2.02695   2.09264  -18.063*sin((x1 - 1.005*x2 + 0.036)*(x1*(1.916*x1 + 1.958*x2 + 0.114) + x1 - 1.21) - 2.845)        -3.266*sin(x1)               347  dso       allonger        barmag       13       0
    163            15        82   2.1528    3.90398  9.076*cos(x1*(-x1 + x2 + 1.213))                                                                   -3.266*sin(x1)               163  dso       allonger        barmag       13       0
    116            14        76   2.47407   6.19045  (x1 - 7.169)*(x1 - 0.712*x2)                                                                       5.888 - x1                   116  dso       allonger        barmag       13       0
    117            13        79   2.86055   8.85027  (x1 - 7.169)*(x1 - 0.712*x2)                                                                       -3.266*sin(x1)               117  dso       allonger        barmag       13       0
     94            10        55   3.22238   9.33004  -5.134*sin(x1*x2)                                                                                  -3.266*sin(x1)                94  dso       allonger        barmag       13       0
     27             9        50   3.49203  11.7714   x2 - 6.3                                                                                           -5.701*sin(2*x1)              27  dso       allonger        barmag       13       0
     24             8        45   3.5677   12.9439   x2 - 6.3                                                                                           5.888 - x1                    24  dso       allonger        barmag       13       0
     25             7        48  25.4514   97.8424   x2 - 6.3                                                                                           -3.266*sin(x1)                25  dso       allonger        barmag       13       0
