  complexity    length        TE    TE_inf  expr_x                                                     expr_y                                     index_column  method    exp_type    data_version    system      snr    init
          11        17  2.15418   2.14446   -0.122*x*y                                                 1.312*x - 0.375*y                                     0  proged    numdif      all             predprey     30       0
          12        22  1.88579   1.8792    -0.122*x*y                                                 1.306*x - 0.521*y + 0.961                             1  proged    numdif      all             predprey     30       0
           7        10  2.20183   2.19504   -0.122*x*y                                                 -0.119*y                                              2  proged    numdif      all             predprey     30       0
          22        44  0.681436  0.677027  -0.329*x*y + 1.773*x - 0.057*y + 0.3                       1.296*x - 0.039*y**2 - 0.417                          3  proged    numdif      all             predprey     30       0
           6         8  5.08177   5.05974   -0.163*y                                                   -0.119*y                                              4  proged    numdif      all             predprey     30       0
          18        32  0.686043  0.684158  -0.351*x*y + 1.893*x                                       1.296*x - 0.039*y**2 - 0.417                          5  proged    numdif      all             predprey     30       0
          15        24  0.728345  0.712767  -0.351*x*y + 1.893*x                                       1.312*x - 0.375*y                                     6  proged    numdif      all             predprey     30       0
          16        29  0.720919  0.717395  -0.351*x*y + 1.893*x                                       1.306*x - 0.521*y + 0.961                             7  proged    numdif      all             predprey     30       0
          14        25  1.60549   1.60244   0                                                          1.306*x - 0.521*y + 0.961                             8  proged    numdif      all             predprey     30       0
           9        13  2.16171   2.15449   0                                                          -0.119*y                                              9  proged    numdif      all             predprey     30       0
          30        53  0.443422  0.413226  0.078*x**3 - 1.377*x**2 - 0.977*x*y/(x + 0.901) + 4.435*x  1.312*x - 0.375*y                                    10  proged    numdif      all             predprey     30       0
          31        58  0.327095  0.30588   0.078*x**3 - 1.377*x**2 - 0.977*x*y/(x + 0.901) + 4.435*x  1.306*x - 0.521*y + 0.961                            11  proged    numdif      all             predprey     30       0
          36        68  0.200071  0.151759  0.078*x**3 - 1.377*x**2 - 0.977*x*y/(x + 0.901) + 4.435*x  -0.047*x**3 + 1.727*x - 0.499*y + 0.705              12  proged    numdif      all             predprey     30       0
