  complexity    length       TE    TE_inf  expr_x                                        expr_y                                                                                    index_column  method    exp_type    data_version    system      snr    init
          12        24  4.58222   4.95297  -5.0*sin(4.018*t)                             5.0*cos(2.445*t)                                                                                     0  proged    numdif      allonger        cphase       13       3
          19        39  3.08361   3.13364  5.0*cos(4.043*t) - 5.0*cos(1.998*y)           5.0*cos(2.445*t)                                                                                     1  proged    numdif      allonger        cphase       13       3
          20        44  3.05117   3.08706  -5.0*sin(4.018*t) + 5.0*cos(4.043*t) + 1.666  5.0*cos(2.445*t)                                                                                     2  proged    numdif      allonger        cphase       13       3
          35        81  2.4206    2.39324  -5.0*sin(4.018*t) + 5.0*cos(4.043*t) + 1.666  5.0*sin(0.392*t) - 10.0*sin(3.706*y) + 5.0*cos(2.445*t) + 5.0                                        3  proged    numdif      allonger        cphase       13       3
          27        59  2.75698   2.767    -5.0*sin(4.018*t) + 5.0*cos(4.043*t) + 1.666  5.0*sin(0.392*t) + 5.0*cos(2.445*t)                                                                  4  proged    numdif      allonger        cphase       13       3
          21        46  2.9201    2.94365  -5.0*sin(4.018*t) + 5.0*cos(4.043*t) + 1.666  10.0*sin(2.477*t)                                                                                    5  proged    numdif      allonger        cphase       13       3
          42        99  1.65599   1.51769  -5.0*sin(4.018*t) + 5.0*cos(4.043*t) + 1.666  5.0*sin(4.424*y) + 5.0*cos(2.445*t) - 5.0*cos(3.648*y) - 5.0*cos(2.449*t + 2.92) + 5.0               6  proged    numdif      allonger        cphase       13       3
          13        26  4.29022   4.61556  10.0*sin(3.84*t)                              5.0*cos(2.445*t)                                                                                     7  proged    numdif      allonger        cphase       13       3
          14        28  4.15915   4.47215  10.0*sin(3.84*t)                              10.0*sin(2.477*t)                                                                                    8  proged    numdif      allonger        cphase       13       3
          39        91  2.36574   2.41634  10.0*sin(1.99*y + 4.932) + 1.581              5.0*sin(4.424*y) + 5.0*cos(2.445*t) - 5.0*cos(3.648*y) - 5.0*cos(2.449*t + 2.92) + 5.0               9  proged    numdif      allonger        cphase       13       3
          22        46  2.75811   2.77194  1.563 - 10.0*cos(1.998*y)                     5.0*sin(0.392*t) + 5.0*cos(2.445*t)                                                                 10  proged    numdif      allonger        cphase       13       3
          16        33  3.15687   3.27103  1.563 - 10.0*cos(1.998*y)                     10.0*sin(2.477*t)                                                                                   11  proged    numdif      allonger        cphase       13       3
          37        86  2.38163   2.43575  1.563 - 10.0*cos(1.998*y)                     5.0*sin(4.424*y) + 5.0*cos(2.445*t) - 5.0*cos(3.648*y) - 5.0*cos(2.449*t + 2.92) + 5.0              12  proged    numdif      allonger        cphase       13       3
