  index    complexity    length           TE       TE_inf  expr_x                                                         expr_y                                                                      index_column  method    data_version    system      snr    init
    395            53       326  3.59871e-05  3.59871e-05  -1.001*x1 - 2.0*(x2 + 0.153)/(x1 + 0.002 + 2.048/x1) + 20.041  -2.0*x2/(x1 + 0.005 + 0.991/(x1*x2 + x1) + 1.966/x1) + 10.001 - 0.029/x1             395  dso       allonger        bacres      inf       0
    394            47       315  3.65313e-05  3.65313e-05  -1.001*x1 - 2.0*(x2 + 0.153)/(x1 + 0.002 + 2.048/x1) + 20.041  (-2.0*x2 - 0.471)/(x1 + 0.001 + 1.987/x1) + 10.0 + 0.459/x1                          394  dso       allonger        bacres      inf       0
    391            43       267  3.7806e-05   3.7806e-05   -1.001*x1 - 2.0*(x2 + 0.153)/(x1 + 0.002 + 2.048/x1) + 20.041  -2.0*x2/(x1 + 1.999/x1) + 10.0 + 0.002/x1                                            391  dso       allonger        bacres      inf       0
    387            38       242  3.80933e-05  3.80933e-05  -1.001*x1 - 2.0*(x2 + 0.153)/(x1 + 0.002 + 2.048/x1) + 20.041  -2.0*x2/(x1 + 2.0/x1) + 10.0                                                         387  dso       allonger        bacres      inf       0
    238            36       191  4.13708e-05  4.13708e-05  -1.0*x1 - 2.0*x2/(x1 + 2.004/x1) + 19.998                      -2.0*x2/(x1 + 2.0/x1) + 10.0 + 0.002/x2                                              238  dso       allonger        bacres      inf       0
    235            31       165  4.24726e-05  4.24726e-05  -1.0*x1 - 2.0*x2/(x1 + 2.004/x1) + 19.998                      -2.0*x2/(x1 + 2.0/x1) + 10.0                                                         235  dso       allonger        bacres      inf       0
    214            27       188  0.00103877   0.00103877   -1.0*x1 + x2*(0.003*x1 - 2.102)/(x1 + 0.567) + 20.003          -2.037*x2/(x1 + 0.385) + 10.008                                                      214  dso       allonger        bacres      inf       0
    195            26       184  0.00138955   0.00138955   -0.992*x1 + (1.172 - 2.033*x2)/(x1 + 0.369) + 19.804           -2.037*x2/(x1 + 0.385) + 10.008                                                      195  dso       allonger        bacres      inf       0
    176            23       160  0.00175011   0.00175011   -0.997*x1 - 2.041*x2/(x1 + 0.42) + 19.964                      -2.037*x2/(x1 + 0.385) + 10.008                                                      176  dso       allonger        bacres      inf       0
    155            21       135  0.0229689    0.0229689    -0.997*x1 - 2.041*x2/(x1 + 0.42) + 19.964                      9.906 - 1.942*x2/x1                                                                  155  dso       allonger        bacres      inf       0
    117            18       111  0.238322     0.238322     -0.233*x1 - 0.533 + 138.381/x2                                 9.906 - 1.942*x2/x1                                                                  117  dso       allonger        bacres      inf       0
    116            17       116  0.559087     0.559087     -0.233*x1 - 0.533 + 138.381/x2                                 x2*(0.513 - 0.01*x2)                                                                 116  dso       allonger        bacres      inf       0
    115            15       110  0.598174     0.598174     -0.233*x1 - 0.533 + 138.381/x2                                 12.711 - 0.238*x2                                                                    115  dso       allonger        bacres      inf       0
    114            13        90  1.1546       1.1546       -0.233*x1 - 0.533 + 138.381/x2                                 x1 - 9.928                                                                           114  dso       allonger        bacres      inf       0
     58            12        84  1.66622      1.66622      -2.798 + 118.385/x2                                            12.711 - 0.238*x2                                                                     58  dso       allonger        bacres      inf       0
      2            10        72  2.02004      2.02004      -0.004*x2                                                      x2*(0.513 - 0.01*x2)                                                                   2  dso       allonger        bacres      inf       0
      1             8        66  2.1091       2.1091       -0.004*x2                                                      12.711 - 0.238*x2                                                                      1  dso       allonger        bacres      inf       0
      0             6        46  5.93993      5.93993      -0.004*x2                                                      x1 - 9.928                                                                             0  dso       allonger        bacres      inf       0
