  complexity    length        TE    TE_inf  expr_x                                                                                 expr_y                                                               index_column  method    exp_type    data_version    system      snr    init
          18        36   6.025     7.13325  0.444 - 0.724*cos(4.83*y)                                                              -0.813*sin(3.322*x - 5.0*y)                                                     0  proged    numdif      allonger        barmag       30       0
          12        24  51.5905   63.3483   -0.359*cos(4.894*y)                                                                    2.457*sin(0.53*x)                                                               1  proged    numdif      allonger        barmag       30       0
          14        29  42.2336   51.8049   -0.359*cos(4.894*y)                                                                    -2.995*cos(0.696*x) - 1.62                                                      2  proged    numdif      allonger        barmag       30       0
          20        44   3.95039   4.44075  -0.359*cos(4.894*y)                                                                    -1.678*cos(1.713*x) - 4.699*cos(0.957*y) + 3.484                                3  proged    numdif      allonger        barmag       30       0
          17        36   8.12053   9.63185  -0.359*cos(4.894*y)                                                                    0.826*cos(3.561*x - 5.0*y + 0.208)                                              4  proged    numdif      allonger        barmag       30       0
          19        39   4.05861   4.56687  -0.359*cos(4.894*y)                                                                    -3.12*sin(1.191*y) + 3.623*cos(1.146*x)                                         5  proged    numdif      allonger        barmag       30       0
          16        31   8.31142   9.85239  -0.359*cos(4.894*y)                                                                    -0.813*sin(3.322*x - 5.0*y)                                                     6  proged    numdif      allonger        barmag       30       0
          29        64   3.31191   3.58044  -5.0*sin(1.376*y) - 2.587*cos(2.715*y + 0.065) + 3.149                                 -3.12*sin(1.191*y) + 3.623*cos(1.146*x)                                         7  proged    numdif      allonger        barmag       30       0
          31        68   2.01045   1.94461  0.823*sin(3.302*x + 5.0*y + 2.581) + 0.415                                             -4.158*cos(0.866*y) + 1.861*cos(2.103*x - 3.71*y) + 2.405                       8  proged    numdif      allonger        barmag       30       0
          32        73   2.01015   1.94442  0.823*sin(3.302*x + 5.0*y + 2.581) + 0.415                                             -4.151*cos(0.866*y) - 1.858*cos(-2.106*x + 3.717*y + 3.106) + 2.4               9  proged    numdif      allonger        barmag       30       0
          30        63   2.04419   1.9838   0.823*sin(3.302*x + 5.0*y + 2.581) + 0.415                                             5.0*sin(0.498*y) + 1.617*cos(2.471*x - 4.011*y)                                10  proged    numdif      allonger        barmag       30       0
          40        91   1.76994   1.73678  -4.536*sin(1.305*y) + 5.0*sin(0.725*x - 1.352*y) - 1.644*cos(3.955*y + 4.637) - 0.528  -1.678*cos(1.713*x) - 4.699*cos(0.957*y) + 3.484                               11  proged    numdif      allonger        barmag       30       0
          42        96   1.75276   1.70885  -4.536*sin(1.305*y) + 5.0*sin(0.725*x - 1.352*y) - 1.644*cos(3.955*y + 4.637) - 0.528  -5.0*sin(0.865*x) + 4.927*sin(0.916*y + 5.0) + 0.376                           12  proged    numdif      allonger        barmag       30       0
