  complexity    length          TE      TE_inf  expr_x                                             expr_y                                       index_column  method    exp_type    data_version    system      snr    init
           7        10  4.87894     4.87894     -0.994*x*y                                         -3.204*x                                                0  proged    numdif      allonger        lv          inf       0
          12        22  0.542931    0.542931    -0.994*x*y                                         -2.515*x - 2.5*y + 5.0                                  1  proged    numdif      allonger        lv          inf       0
           9        13  0.916528    0.916528    -0.994*x*y                                         -5.0*x**2                                               2  proged    numdif      allonger        lv          inf       0
          13        24  0.538285    0.538285    -0.994*x*y                                         -1.119*x*y - 2.214*y + 4.427                            3  proged    numdif      allonger        lv          inf       0
          15        27  0.523356    0.523356    -0.994*x*y                                         -0.992*x*y - 0.162*y**3 + 1.296                         4  proged    numdif      allonger        lv          inf       0
          26        53  0.013773    0.013773    -2.441*x*y + 3.51*x - 0.133*y + 0.266              -1.006*x*y - 0.928*y**2 + 1.705*y + 0.302               5  proged    numdif      allonger        lv          inf       0
          23        46  0.0173021   0.0173021   -2.441*x*y + 3.51*x - 0.133*y + 0.266              -0.992*x*y - 0.162*y**3 + 1.296                         6  proged    numdif      allonger        lv          inf       0
           6         8  5.48386     5.48386     -2.211*x                                           -3.204*x                                                7  proged    numdif      allonger        lv          inf       0
          11        20  0.629497    0.629497    -2.211*x                                           -2.515*x - 2.5*y + 5.0                                  8  proged    numdif      allonger        lv          inf       0
           8        11  1.741       1.741       -2.211*x                                           -5.0*x**2                                               9  proged    numdif      allonger        lv          inf       0
          20        38  0.0528323   0.0528323   -2.657*x*y + 3.979*x                               -2.214*x*y + 2.416*x - 1.687*y + 3.376                 10  proged    numdif      allonger        lv          inf       0
          16        29  0.149576    0.149576    -2.657*x*y + 3.979*x                               -2.515*x - 2.5*y + 5.0                                 11  proged    numdif      allonger        lv          inf       0
          17        31  0.107723    0.107723    -2.657*x*y + 3.979*x                               -1.119*x*y - 2.214*y + 4.427                           12  proged    numdif      allonger        lv          inf       0
          18        32  0.0990013   0.0990013   -2.657*x*y + 3.979*x                               -2.104*x - 0.199*y**3 + 1.585                          13  proged    numdif      allonger        lv          inf       0
          19        34  0.0620518   0.0620518   -2.657*x*y + 3.979*x                               -0.992*x*y - 0.162*y**3 + 1.296                        14  proged    numdif      allonger        lv          inf       0
          21        43  0.0446096   0.0446096   -2.65*x*y + 3.957*x + 0.002                        -2.214*x*y + 2.416*x - 1.687*y + 3.376                 15  proged    numdif      allonger        lv          inf       0
          28        56  0.0111599   0.0111599   -2.391*x*y + 3.41*x - 0.037*y**2 + 0.147           -1.006*x*y - 0.928*y**2 + 1.705*y + 0.302              16  proged    numdif      allonger        lv          inf       0
          25        49  0.0159717   0.0159717   -2.391*x*y + 3.41*x - 0.037*y**2 + 0.147           -0.992*x*y - 0.162*y**3 + 1.296                        17  proged    numdif      allonger        lv          inf       0
          31        63  0.00361982  0.00361982  -2.168*x*y + 2.966*x - 0.21*y**2 + 0.635*y - 0.43  -1.006*x*y - 0.928*y**2 + 1.705*y + 0.302              18  proged    numdif      allonger        lv          inf       0
          30        57  0.00451758  0.00451758  -2.223*x*y + 1.673*x + 2.6*x/(x + 1.485)           -1.006*x*y - 0.928*y**2 + 1.705*y + 0.302              19  proged    numdif      allonger        lv          inf       0
