  index    complexity    length         TE     TE_inf  expr_x                                                                                                                  expr_y                                                                                                                              index_column  method    data_version    system      snr    init
    445            79       477  0.0333993  0.0333993  x1*(-2.605*x1 - x2*((-0.299*x1 - 0.25)*(-x2*(-x1*x2*(x1 - 1.113) - 1.045) + 6.891) + 2.096))*(x2*(x1 - 0.088) - 3.216)  x1*(-1.571*x1**3*(x2 + (-5.952*x1 + (-x1 + x2)*(x2 - 3.339) + 5.9)/x1**2)*(-2.172*x1*x2 + 2.172*x1 + 4.527) - 5.593*x2 + 12.998)             445  dso       all             lv          inf       0
    343            61       383  0.0339287  0.0339287  x1*(17.868*x1 - x2*(x1*(6.887 - 2.491*x1) + 1.765))*(x2*(x1 + 1.35) - 2.4)                                              x1*(-7.061*x1**2*(x2 + (-3.175*x1*x2 + 7.555*x1 - 0.977)/x1**2)*(-2.136*x1*x2 + 2.136*x1 + 0.47) - 4.337*x2 + 7.208)                         343  dso       all             lv          inf       0
    240            51       271  0.0425925  0.0425925  x1*(18.258 - 5.388*x2)*(1.797*x1 - x2*(x1 + 0.053))                                                                     x1*(-13.246*x1*(-0.289*x1*(x2 + 1/x1) + x1)*(x2*(x1 + 4.864) - x2 - 14.254) - 3.774*x2 + 18.568/x2)                                          240  dso       all             lv          inf       0
    315            47       265  0.0712091  0.0712091  2.223*x1*(6.665*x1**3*(x1 - 1.139) - 0.358)                                                                             x1*(-13.246*x1*(-0.289*x1*(x2 + 1/x1) + x1)*(x2*(x1 + 4.864) - x2 - 14.254) - 3.774*x2 + 18.568/x2)                                          315  dso       all             lv          inf       0
    306            26       182  0.0928045  0.0928045  2.223*x1*(6.665*x1**3*(x1 - 1.139) - 0.358)                                                                             -2.299*x1 - 2.299*x2 + 4.333 + 0.517/x2                                                                                                      306  dso       all             lv          inf       0
    305            23       160  0.116381   0.116381   2.223*x1*(6.665*x1**3*(x1 - 1.139) - 0.358)                                                                             -2.622*x1 - 5.424 + 10.828/x2                                                                                                                305  dso       all             lv          inf       0
    180            22       144  0.137942   0.137942   x1*(x2 - 1.675)*(x2*(x1 - 0.018) - 5.112)                                                                               -2.622*x1 - 5.424 + 10.828/x2                                                                                                                180  dso       all             lv          inf       0
     80            19       111  0.207934   0.207934   x1*(-6.305 + 9.67/x2)                                                                                                   -2.622*x1 - 5.424 + 10.828/x2                                                                                                                 80  dso       all             lv          inf       0
    105            18       115  0.341921   0.341921   2.673*x1**2*(x1 - 2.099)                                                                                                -2.622*x1 - 5.424 + 10.828/x2                                                                                                                105  dso       all             lv          inf       0
     55            17        95  0.42806    0.42806    x1**2*(x2 - 6.076)                                                                                                      -2.622*x1 - 5.424 + 10.828/x2                                                                                                                 55  dso       all             lv          inf       0
      6            16       108  0.558556   0.558556   -2.244*x1                                                                                                               -2.299*x1 - 2.299*x2 + 4.333 + 0.517/x2                                                                                                        6  dso       all             lv          inf       0
      5            13        86  0.575152   0.575152   -2.244*x1                                                                                                               -2.622*x1 - 5.424 + 10.828/x2                                                                                                                  5  dso       all             lv          inf       0
      1             8        45  1.01232    1.01232    -2.244*x1                                                                                                               -5.059*x1**2                                                                                                                                   1  dso       all             lv          inf       0
      0             6        43  3.29822    3.29822    -2.244*x1                                                                                                               -3.304*x1                                                                                                                                      0  dso       all             lv          inf       0
