	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
8	174	50	216	0.17223881408084227	0.17223881408084227	0.143*x2*(x1*(x2*(x2 - 7.963) - 1.541 + (7.739 - 7.543*x1**2)/x2) + x1 - 19.697) - 0.143*x2	-x1*x2*(-x1 + x2)*(x1**3 - x1) + 3*x1	174	dso	all	stl	inf	0
9	175	49	211	0.257378633904841	0.257378633904841	0.143*x2*(x1*(x2*(x2 - 7.963) - 1.541 + (7.739 - 7.543*x1**2)/x2) + x1 - 19.697) - 0.143*x2	-x1**3*x2**2*(x1**3 - x1) + 3*x1	175	dso	all	stl	inf	0
7	173	43	204	0.3977712582465083	0.3977712582465083	0.143*x2*(x1*(x2*(x2 - 7.963) - 1.541 + (7.739 - 7.543*x1**2)/x2) + x1 - 19.697) - 0.143*x2	x1*(x1**2 + x2**2) + 2*x1	173	dso	all	stl	inf	0
4	30	28	68	0.504408471477103	0.504408471477103	x2*(-x1*x2 - 2.961)	-x1*x2*(-x1 + x2)*(x1**3 - x1) + 3*x1	30	dso	all	stl	inf	0
5	31	27	63	0.5460973510179792	0.5460973510179792	x2*(-x1*x2 - 2.961)	-x1**3*x2**2*(x1**3 - x1) + 3*x1	31	dso	all	stl	inf	0
6	40	17	66	0.8946451419808066	0.8946451419808066	x2*(-0.842*x1*x2 - 2.892)	x1*x2**2 + 3*x1	40	dso	all	stl	inf	0
3	27	15	43	1.053368346875161	1.053368346875161	x2*(-x1*x2 - 2.961)	x1*x2 + 3*x1	27	dso	all	stl	inf	0
2	25	11	35	1.4613595157418144	1.4613595157418144	x2*(-x1*x2 - 2.961)	3*x1	25	dso	all	stl	inf	0
1	2	10	31	1.7393587932750956	1.7393587932750956	-2.521*x2	3*x1 - x2	2	dso	all	stl	inf	0
0	1	6	26	5.007191832248854	5.007191832248854	-2.521*x2	3*x1	1	dso	all	stl	inf	0
