  complexity    length        TE    TE_inf  expr_x                                                                                   expr_y                                          index_column  method    exp_type    data_version    system      snr    init
          12        22  1.89419   1.89419   -0.12*x*y                                                                                1.342*x - 0.518*y + 0.906                                  0  proged    numdif      all             predprey    inf       0
           7        10  2.19007   2.19007   -0.12*x*y                                                                                -0.118*y                                                   1  proged    numdif      all             predprey    inf       0
           6         8  5.00716   5.00716   -0.163*y                                                                                 -0.118*y                                                   2  proged    numdif      all             predprey    inf       0
          15        24  0.812334  0.812334  -0.352*x*y + 1.917*x                                                                     1.347*x - 0.38*y                                           3  proged    numdif      all             predprey    inf       0
          16        29  0.779894  0.779894  -0.352*x*y + 1.917*x                                                                     1.342*x - 0.518*y + 0.906                                  4  proged    numdif      all             predprey    inf       0
          18        31  0.419593  0.419593  -0.35*x*y + 1.926*x - 0.009*y                                                            1.347*x - 0.38*y                                           5  proged    numdif      all             predprey    inf       0
          13        20  1.87204   1.87204   0                                                                                        1.347*x - 0.38*y                                           6  proged    numdif      all             predprey    inf       0
          14        25  1.60779   1.60779   0                                                                                        1.342*x - 0.518*y + 0.906                                  7  proged    numdif      all             predprey    inf       0
           9        13  2.14588   2.14588   0                                                                                        -0.118*y                                                   8  proged    numdif      all             predprey    inf       0
          31        58  0.298515  0.298515  0.098*x**3 - 1.471*x**2 - 1.018*x*y/(x + 0.946) + 4.597*x                                1.342*x - 0.518*y + 0.906                                  9  proged    numdif      all             predprey    inf       0
          51        97  0.219496  0.219496  0.003*x**5*y/(x + 5.0) - 2.249*x**3/(x + 5.0) - 1.245*x*y/(x + 1.462) + 3.428*x - 0.003  0.992*x*y/(x + 0.967) - 0.075*y**2 - 0.001                10  proged    numdif      all             predprey    inf       0
          50        92  0.221319  0.221319  0.003*x**5*y/(x + 5.0) - 2.249*x**3/(x + 5.0) - 1.245*x*y/(x + 1.462) + 3.428*x - 0.003  0.992*x*y/(x + 0.967) - 0.075*y**2                        11  proged    numdif      all             predprey    inf       0
          53        99  0.216669  0.216669  0.003*x**5*y/(x + 5.0) - 2.249*x**3/(x + 5.0) - 1.245*x*y/(x + 1.462) + 3.428*x - 0.003  0.997*x*y/(x + 0.968) - 0.008*x - 0.075*y**2              12  proged    numdif      all             predprey    inf       0
