  complexity    length        TE    TE_inf  expr_x                                                                                   expr_y                                          index_column  method    exp_type    data_version    system      snr    init
          12        22  1.70247   1.70247   -0.168*x*y                                                                               1.215*x - 0.519*y + 1.013                                  0  proged    numdif      all             predprey    inf       1
           7        10  2.03102   2.03102   -0.168*x*y                                                                               -0.114*y                                                   1  proged    numdif      all             predprey    inf       1
          11        20  1.98061   1.98061   -0.958*x                                                                                 1.215*x - 0.519*y + 1.013                                  2  proged    numdif      all             predprey    inf       1
           6         8  2.17173   2.17173   -0.958*x                                                                                 -0.114*y                                                   3  proged    numdif      all             predprey    inf       1
          18        32  0.600256  0.600256  -0.421*x*y + 2.261*x                                                                     1.22*x - 0.039*y**2 - 0.368                                4  proged    numdif      all             predprey    inf       1
          15        24  0.848008  0.848008  -0.421*x*y + 2.261*x                                                                     1.194*x - 0.362*y                                          5  proged    numdif      all             predprey    inf       1
          16        29  0.682608  0.682608  -0.421*x*y + 2.261*x                                                                     1.215*x - 0.519*y + 1.013                                  6  proged    numdif      all             predprey    inf       1
          14        25  1.51695   1.51695   0                                                                                        1.215*x - 0.519*y + 1.013                                  7  proged    numdif      all             predprey    inf       1
           9        13  2.01374   2.01374   0                                                                                        -0.114*y                                                   8  proged    numdif      all             predprey    inf       1
          33        61  0.208624  0.208624  0.106*x**3 - 1.668*x**2 - 1.002*x*y/(x + 0.861) + 5.0*x                                  1.22*x - 0.039*y**2 - 0.368                                9  proged    numdif      all             predprey    inf       1
          30        53  0.405125  0.405125  0.106*x**3 - 1.668*x**2 - 1.002*x*y/(x + 0.861) + 5.0*x                                  1.194*x - 0.362*y                                         10  proged    numdif      all             predprey    inf       1
          31        58  0.237377  0.237377  0.106*x**3 - 1.668*x**2 - 1.002*x*y/(x + 0.861) + 5.0*x                                  1.215*x - 0.519*y + 1.013                                 11  proged    numdif      all             predprey    inf       1
          48        93  0.151029  0.151029  0.002*x**5*y/(x + 5.0) - 2.465*x**3/(x + 5.0) - 1.113*x*y/(x + 1.158) + 3.559*x + 0.006  -0.172*x**2 + 1.854*x - 0.507*y + 0.728                   12  proged    numdif      all             predprey    inf       1
          51        97  0.123378  0.123378  0.002*x**5*y/(x + 5.0) - 2.465*x**3/(x + 5.0) - 1.113*x*y/(x + 1.158) + 3.559*x + 0.006  0.991*x*y/(x + 0.964) - 0.075*y**2 - 0.002                13  proged    numdif      all             predprey    inf       1
          50        92  0.126314  0.126314  0.002*x**5*y/(x + 5.0) - 2.465*x**3/(x + 5.0) - 1.113*x*y/(x + 1.158) + 3.559*x + 0.006  0.991*x*y/(x + 0.965) - 0.075*y**2                        14  proged    numdif      all             predprey    inf       1
          53        99  0.119885  0.119885  0.002*x**5*y/(x + 5.0) - 2.465*x**3/(x + 5.0) - 1.113*x*y/(x + 1.158) + 3.559*x + 0.006  1.005*x*y/(x + 0.972) - 0.018*x - 0.076*y**2              15  proged    numdif      all             predprey    inf       1
