t,x,y
0.0,3.48540194192317,13.0700662237925
0.1,4.5762502768180875,13.537392179710691
0.2,5.601954906845943,14.039296667636986
0.30000000000000004,6.56299059358855,14.570262248767744
0.4,7.460592693047519,15.125800870049133
0.5,8.296560479477048,15.702164529217557
0.6000000000000001,9.073100490296865,16.296164599446104
0.7000000000000001,9.792700971660295,16.90505133847972
0.8,10.458031474329717,17.526429267988497
0.9,11.071863150443912,18.15819521362653
1.0,11.63700617710436,18.79849136346927
1.1,12.15626132629581,19.445668690773644
1.2000000000000002,12.63238315711192,20.098257781765877
1.3,13.068052686610418,20.754945115579172
1.4000000000000001,13.465857725132516,21.414553464897228
1.5,13.828279350919033,22.076025482722258
1.6,14.157683251941728,22.738409801916838
1.7000000000000002,14.45631488272202,23.400849150765353
1.8,14.726297573006951,24.062570110248657
1.9000000000000001,14.969632886057864,24.722874225487388
2.0,15.188202659789894,25.381130246604712
2.1,15.383772277075392,26.03676732065122
2.2,15.557994804963087,26.68926899104015
2.3000000000000003,15.712415719377761,27.33816788761258
2.4000000000000004,15.848477994274491,27.98304101106706
2.5,15.967527384793014,28.62350553174424
2.6,16.07081777459658,29.2592150357123
2.7,16.159516490019932,29.88985616153551
2.8000000000000003,16.23470950936674,30.51514557959352
2.9000000000000004,16.297406516006927,31.13482727281509
3.0,16.348545759769973,31.748670083469733
3.1,16.388998703457865,32.35646549549553
3.2,16.419574440772852,32.95802562590302
3.3000000000000003,16.44102387916989,33.55318140222819
3.4000000000000004,16.454043686548932,34.14178090592397
3.5,16.45928000470614,34.72368786407187
3.6,16.457331935350584,35.29878027393166
3.7,16.448754806504006,35.86694914668297
3.8000000000000003,16.434063228489492,36.42809735830873
3.9000000000000004,16.41373394949987,36.9821385969348
4.0,16.388208521240106,37.52899639714652
4.1000000000000005,16.35789578525425,38.068603252838095
4.2,16.323174190509405,38.60089980106272
4.3,16.2843939525771,39.125834070146624
4.4,16.241879064428737,39.64336078602743
4.5,16.195929168454306,40.15344073138999
4.6000000000000005,16.146821298862182,40.65604015271171
4.7,16.09481150313418,41.151130210801455
4.800000000000001,16.040136350727426,41.638686470837484
4.9,15.983014336717067,42.1186884282746
5.0,15.923647187592103,42.59111906731563
5.1000000000000005,15.862221075958463,43.05596444893078
5.2,15.798907750442693,43.513213325655464
5.300000000000001,15.733865586676146,43.96285678062274
5.4,15.667240564828305,44.404887888477155
5.5,15.599167178779702,44.83930139598603
5.6000000000000005,15.529769281669605,45.266093420309474
5.7,15.459160872219957,45.68526116301556
5.800000000000001,15.387446825926745,46.096802638032386
5.9,15.314723574920183,46.50071641181576
6.0,15.241079740029525,46.897001354076316
6.1000000000000005,15.166596718334931,47.28565639746663
6.2,15.09134922925773,47.66668030466717
6.300000000000001,15.015405822036445,48.04007144130148
6.4,14.938829347218824,48.40582755315157
6.5,14.861677394638155,48.76394554607091
6.6000000000000005,14.784002700157332,49.11442126700303
6.7,14.705853523306994,49.45724928438889
6.800000000000001,14.62727399781882,49.7924226662211
6.9,14.548304456877913,50.1199327537815
7.0,14.468981734857026,50.439768929078525
7.1000000000000005,14.389339447098227,50.75191837358541
7.2,14.309408249296084,51.056365815926355
7.300000000000001,14.229216077832005,51.353093265416966
7.4,14.148788372427983,51.642079728531264
7.5,14.068148282291563,51.92330090414926
7.6000000000000005,13.987316856954502,52.196728853769876
7.7,13.906313222823446,52.46233164079999
7.800000000000001,13.825154746505458,52.72007293374153
7.9,13.743857185827853,52.96991156561383
8.0,13.662434829409875,53.211801040045486
8.1,13.58090062569345,53.44568897492333
8.200000000000001,13.499266302164317,53.671516469055184
8.3,13.417542475512482,53.88921737540256
8.4,13.33573875347049,54.098717460888224
8.5,13.253863828973723,54.299933425579695
8.6,13.171925567299372,54.492771747408845
8.700000000000001,13.089931086805949,54.67712730780491
8.8,13.007886833882933,54.85288173919007
8.9,12.925798652714226,55.01990141491394
9.0,12.843671850465201,55.178034972593
9.1,12.761511258524282,55.327110218973914
9.200000000000001,12.679321290472414,55.46693019896427
9.3,12.597105997527358,55.59726811054583
9.4,12.514869122329532,55.71786058573626
9.5,12.432614152130355,55.82839858781169
9.600000000000001,12.350344372758478,55.92851470789323
9.700000000000001,12.268062925267886,56.017764781057
9.8,12.185772868091115,56.09560005508064
9.9,12.103477249230174,56.16132253653469
